location;date;total_cases_per_million;new_cases_per_million;total_deaths_per_million;new_deaths_per_million;cardiovasc_death_rate;hospital_beds_per_thousand;life_expectancy;human_development_index
Bolivia;11/04/2020;23.559;0.6;1.713;0.086;204.299;1.1;71.51;0.718
Bolivia;12/04/2020;25.7;2.142;2.056;0.343;204.299;1.1;71.51;0.718
Bolivia;13/04/2020;28.27;2.57;2.313;0.257;204.299;1.1;71.51;0.718
Bolivia;14/04/2020;30.326;2.056;2.399;0.086;204.299;1.1;71.51;0.718
Bolivia;15/04/2020;34.01;3.684;2.399;0;204.299;1.1;71.51;0.718
Bolivia;16/04/2020;37.779;3.769;2.484;0.086;204.299;1.1;71.51;0.718
Bolivia;17/04/2020;39.835;2.056;2.656;0.171;204.299;1.1;71.51;0.718
Bolivia;18/04/2020;42.234;2.399;2.656;0;204.299;1.1;71.51;0.718
Bolivia;19/04/2020;44.547;2.313;2.741;0.086;204.299;1.1;71.51;0.718
Bolivia;20/04/2020;48.317;3.769;2.827;0.086;204.299;1.1;71.51;0.718
Bolivia;21/04/2020;51.229;2.913;2.913;0.086;204.299;1.1;71.51;0.718
Bolivia;22/04/2020;52.172;0.942;3.17;0.257;204.299;1.1;71.51;0.718
Bolivia;23/04/2020;60.224;8.053;3.684;0.514;204.299;1.1;71.51;0.718
Bolivia;24/04/2020;69.134;8.909;3.769;0.086;204.299;1.1;71.51;0.718
Bolivia;25/04/2020;74.188;5.054;3.941;0.171;204.299;1.1;71.51;0.718
Bolivia;26/04/2020;81.384;7.196;4.283;0.343;204.299;1.1;71.51;0.718
Bolivia;27/04/2020;86.867;5.483;4.54;0.257;204.299;1.1;71.51;0.718
Bolivia;28/04/2020;90.208;3.341;4.712;0.171;204.299;1.1;71.51;0.718
Bolivia;29/04/2020;95.091;4.883;5.054;0.343;204.299;1.1;71.51;0.718
Bolivia;30/04/2020;99.974;4.883;5.311;0.257;204.299;1.1;71.51;0.718
Bolivia;01/05/2020;105.285;5.311;5.654;0.343;204.299;1.1;71.51;0.718
Bolivia;02/05/2020;125.931;20.646;6.082;0.428;204.299;1.1;71.51;0.718
Bolivia;03/05/2020;136.554;10.623;6.511;0.428;204.299;1.1;71.51;0.718
Bolivia;04/05/2020;144.007;7.453;7.025;0.514;204.299;1.1;71.51;0.718
Bolivia;05/05/2020;154.373;10.366;7.367;0.343;204.299;1.1;71.51;0.718
Bolivia;06/05/2020;161.569;7.196;7.796;0.428;204.299;1.1;71.51;0.718
Bolivia;07/05/2020;178.274;16.705;8.738;0.942;204.299;1.1;71.51;0.718
Bolivia;08/05/2020;194.123;15.848;9.081;0.343;204.299;1.1;71.51;0.718
Bolivia;09/05/2020;208.772;14.649;9.766;0.685;204.299;1.1;71.51;0.718
Bolivia;10/05/2020;218.966;10.194;10.109;0.343;204.299;1.1;71.51;0.718
Bolivia;11/05/2020;242.525;23.559;10.451;0.343;204.299;1.1;71.51;0.718
Bolivia;12/05/2020;253.919;11.394;10.965;0.514;204.299;1.1;71.51;0.718
Bolivia;13/05/2020;269.682;15.763;12.165;1.199;204.299;1.1;71.51;0.718
Bolivia;14/05/2020;288.871;19.19;13.021;0.857;204.299;1.1;71.51;0.718
Bolivia;15/05/2020;306.433;17.562;14.049;1.028;204.299;1.1;71.51;0.718
Bolivia;16/05/2020;327.764;21.331;14.135;0.086;204.299;1.1;71.51;0.718
Bolivia;17/05/2020;350.209;22.445;14.478;0.343;204.299;1.1;71.51;0.718
Bolivia;18/05/2020;365.201;14.992;14.906;0.428;204.299;1.1;71.51;0.718
Bolivia;19/05/2020;383.876;18.676;16.191;1.285;204.299;1.1;71.51;0.718
Bolivia;20/05/2020;421.399;37.522;17.048;0.857;204.299;1.1;71.51;0.718
Bolivia;21/05/2020;444.358;22.959;18.419;1.371;204.299;1.1;71.51;0.718
Bolivia;22/05/2020;477.939;33.582;19.704;1.285;204.299;1.1;71.51;0.718
Bolivia;23/05/2020;506.724;28.784;20.56;0.857;204.299;1.1;71.51;0.718
Bolivia;24/05/2020;536.536;29.812;21.417;0.857;204.299;1.1;71.51;0.718
Bolivia;25/05/2020;570.546;34.01;22.359;0.942;204.299;1.1;71.51;0.718
Bolivia;26/05/2020;611.324;40.778;23.473;1.114;204.299;1.1;71.51;0.718
Bolivia;27/05/2020;665.466;54.142;23.987;0.514;204.299;1.1;71.51;0.718
Bolivia;28/05/2020;718.494;53.028;25.101;1.114;204.299;1.1;71.51;0.718
Bolivia;29/05/2020;747.964;29.47;25.7;0.6;204.299;1.1;71.51;0.718
Bolivia;30/05/2020;821.723;73.76;26.557;0.857;204.299;1.1;71.51;0.718
Bolivia;31/05/2020;855.134;33.41;26.814;0.257;204.299;1.1;71.51;0.718
Bolivia;01/06/2020;902.165;47.031;29.384;2.57;204.299;1.1;71.51;0.718
Bolivia;02/06/2020;941.572;39.407;32.211;2.827;204.299;1.1;71.51;0.718
Bolivia;03/06/2020;996.999;55.427;34.267;2.056;204.299;1.1;71.51;0.718
Bolivia;04/06/2020;1.048.999;52;35.552;1.285;204.299;1.1;71.51;0.718
Bolivia;05/06/2020;1.090.377;41.377;36.58;1.028;204.299;1.1;71.51;0.718
Bolivia;06/06/2020;1.144.347;53.971;38.893;2.313;204.299;1.1;71.51;0.718
Bolivia;07/06/2020;1.168.763;24.415;39.835;0.942;204.299;1.1;71.51;0.718
Bolivia;08/06/2020;1.194.977;26.214;40.692;0.857;204.299;1.1;71.51;0.718
Bolivia;09/06/2020;1.254.516;59.539;41.72;1.028;204.299;1.1;71.51;0.718
Bolivia;10/06/2020;1.309.086;54.57;43.862;2.142;204.299;1.1;71.51;0.718
Bolivia;11/06/2020;1.384.816;75.73;45.661;1.799;204.299;1.1;71.51;0.718
Bolivia;12/06/2020;1.450.266;65.45;47.888;2.227;204.299;1.1;71.51;0.718
Bolivia;13/06/2020;1.528.481;78.214;50.116;2.227;204.299;1.1;71.51;0.718
Bolivia;14/06/2020;1.581.338;52.857;52.343;2.227;204.299;1.1;71.51;0.718
Bolivia;15/06/2020;1.633.938;52.6;54.142;1.799;204.299;1.1;71.51;0.718
Bolivia;16/06/2020;1.703.328;69.391;56.455;2.313;204.299;1.1;71.51;0.718
Bolivia;17/06/2020;1.772.034;68.705;58.168;1.713;204.299;1.1;71.51;0.718
Bolivia;18/06/2020;1.841.767;69.733;59.71;1.542;204.299;1.1;71.51;0.718
Bolivia;19/06/2020;1.925.464;83.697;61.252;1.542;204.299;1.1;71.51;0.718
Bolivia;20/06/2020;2.014.216;88.752;63.394;2.142;204.299;1.1;71.51;0.718
Bolivia;21/06/2020;2.089.261;75.045;66.221;2.827;204.299;1.1;71.51;0.718
Bolivia;22/06/2020;2.183.923;94.663;70.247;4.026;204.299;1.1;71.51;0.718
Bolivia;23/06/2020;2.260.681;76.758;72.475;2.227;204.299;1.1;71.51;0.718
Bolivia;24/06/2020;2.354.744;94.063;75.045;2.57;204.299;1.1;71.51;0.718
Bolivia;25/06/2020;2.441.783;87.038;78.214;3.17;204.299;1.1;71.51;0.718
Bolivia;26/06/2020;2.520.597;78.814;80.014;1.799;204.299;1.1;71.51;0.718
Bolivia;27/06/2020;2.627.938;107.341;83.098;3.084;204.299;1.1;71.51;0.718
Bolivia;28/06/2020;2.700.584;72.646;86.867;3.769;204.299;1.1;71.51;0.718
Bolivia;29/06/2020;2.752.071;51.486;91.75;4.883;204.299;1.1;71.51;0.718
Bolivia;30/06/2020;2.845.791;93.72;96.205;4.455;204.299;1.1;71.51;0.718
Bolivia;01/07/2020;2.932.144;86.353;102.887;6.682;204.299;1.1;71.51;0.718
Bolivia;02/07/2020;3.043.597;111.454;108.883;5.997;204.299;1.1;71.51;0.718
Bolivia;03/07/2020;3.154.109;110.511;113.081;4.198;204.299;1.1;71.51;0.718
Bolivia;04/07/2020;3261.45;107.341;118.05;4.969;204.299;1.1;71.51;0.718
Bolivia;05/07/2020;3.366.478;105.028;122.847;4.797;204.299;1.1;71.51;0.718
Bolivia;06/07/2020;3.470.307;103.829;126.445;3.598;204.299;1.1;71.51;0.718
Bolivia;07/07/2020;3.559.059;88.752;131.071;4.626;204.299;1.1;71.51;0.718
Bolivia;08/07/2020;3.682.335;123.276;135.098;4.026;204.299;1.1;71.51;0.718
Bolivia;09/07/2020;3.779.053;96.719;140.323;5.226;204.299;1.1;71.51;0.718
Bolivia;10/07/2020;3.903.443;124.389;145.806;5.483;204.299;1.1;71.51;0.718
Bolivia;11/07/2020;4.043.509;140.066;150.261;4.455;204.299;1.1;71.51;0.718
Bolivia;12/07/2020;4.128.063;84.554;154.801;4.54;204.299;1.1;71.51;0.718
Bolivia;13/07/2020;4.219.128;91.065;159.856;5.054;204.299;1.1;71.51;0.718
Bolivia;14/07/2020;4.357.652;138.524;162.597;2.741;204.299;1.1;71.51;0.718
Bolivia;15/07/2020;4.473.389;115.737;166.366;3.769;204.299;1.1;71.51;0.718
Bolivia;16/07/2020;4.639.413;166.024;169.964;3.598;204.299;1.1;71.51;0.718
Bolivia;17/07/2020;4.806.122;166.709;175.533;5.568;204.299;1.1;71.51;0.718
Bolivia;18/07/2020;4.980.541;174.419;180.416;4.883;204.299;1.1;71.51;0.718
Bolivia;19/07/2020;5.104.245;123.704;184.271;3.855;204.299;1.1;71.51;0.718
Bolivia;20/07/2020;5.224.951;120.706;190.011;5.74;204.299;1.1;71.51;0.718
Bolivia;21/07/2020;5.341.973;117.022;194.722;4.712;204.299;1.1;71.51;0.718
Bolivia;22/07/2020;5.494.289;152.317;199.434;4.712;204.299;1.1;71.51;0.718
Bolivia;23/07/2020;5589.98;95.691;206.202;6.768;204.299;1.1;71.51;0.718
Bolivia;24/07/2020;5.693.124;103.144;211.856;5.654;204.299;1.1;71.51;0.718
Bolivia;25/07/2020;5.849.467;156.343;217.167;5.311;204.299;1.1;71.51;0.718
Bolivia;26/07/2020;5.947.814;98.346;221.279;4.112;204.299;1.1;71.51;0.718
Bolivia;27/07/2020;6.097.903;150.09;226.762;5.483;204.299;1.1;71.51;0.718
Bolivia;28/07/2020;6.196.078;98.175;233.016;6.254;204.299;1.1;71.51;0.718
Bolivia;29/07/2020;6.299.479;103.401;240.555;7.539;204.299;1.1;71.51;0.718
Bolivia;30/07/2020;6.445.114;145.635;247.922;7.367;204.299;1.1;71.51;0.718
Bolivia;31/07/2020;6.578.327;133.213;255.032;7.11;204.299;1.1;71.51;0.718
Bolivia;01/08/2020;6.750.005;171.678;262.485;7.453;204.299;1.1;71.51;0.718
Bolivia;02/08/2020;6.866.513;116.508;270.11;7.624;204.299;1.1;71.51;0.718
Bolivia;03/08/2020;7.011.548;145.035;276.535;6.425;204.299;1.1;71.51;0.718
Bolivia;04/08/2020;7.141.334;129.786;284.416;7.881;204.299;1.1;71.51;0.718
Bolivia;05/08/2020;7.293.822;152.488;289.985;5.568;204.299;1.1;71.51;0.718
Bolivia;06/08/2020;7.403.648;109.826;296.838;6.853;204.299;1.1;71.51;0.718
Bolivia;07/08/2020;7.529.408;125.76;301.893;5.054;204.299;1.1;71.51;0.718
Bolivia;08/08/2020;7.629.125;99.717;307.29;5.397;204.299;1.1;71.51;0.718
Bolivia;09/08/2020;7.709.995;80.87;311.83;4.54;204.299;1.1;71.51;0.718
Bolivia;10/08/2020;7.850.148;140.152;317.998;6.168;204.299;1.1;71.51;0.718
Bolivia;11/08/2020;7.995.183;145.035;322.196;4.198;204.299;1.1;71.51;0.718
Bolivia;12/08/2020;8.144.501;149.319;327.85;5.654;204.299;1.1;71.51;0.718
Bolivia;13/08/2020;8.263.408;118.907;332.733;4.883;204.299;1.1;71.51;0.718
Bolivia;14/08/2020;8.391.138;127.73;337.445;4.712;204.299;1.1;71.51;0.718
Bolivia;15/08/2020;8.493.597;102.458;342.927;5.483;204.299;1.1;71.51;0.718
Bolivia;16/08/2020;8.596.226;102.63;347.639;4.712;204.299;1.1;71.51;0.718
Bolivia;17/08/2020;8.671.528;75.302;353.207;5.568;204.299;1.1;71.51;0.718
Bolivia;18/08/2020;8.825.387;153.859;357.405;4.198;204.299;1.1;71.51;0.718
Bolivia;19/08/2020;8.999.378;173.991;362.631;5.226;204.299;1.1;71.51;0.718
Bolivia;20/08/2020;9.086.331;86.953;368.799;6.168;204.299;1.1;71.51;0.718
Bolivia;21/08/2020;9.203.695;117.365;374.025;5.226;204.299;1.1;71.51;0.718
Bolivia;22/08/2020;9.288.677;84.982;380.535;6.511;204.299;1.1;71.51;0.718
Bolivia;23/08/2020;9.350.529;61.852;386.275;5.74;204.299;1.1;71.51;0.718
Bolivia;24/08/2020;9.436.111;85.582;392.186;5.911;204.299;1.1;71.51;0.718
Bolivia;25/08/2020;9.509.014;72.903;399.554;7.367;204.299;1.1;71.51;0.718
Bolivia;26/08/2020;9602.82;93.806;404.865;5.311;204.299;1.1;71.51;0.718
Bolivia;27/08/2020;9.691.486;88.666;410.433;5.568;204.299;1.1;71.51;0.718
Bolivia;28/08/2020;9.801.141;109.654;415.145;4.712;204.299;1.1;71.51;0.718
Bolivia;29/08/2020;9.882.097;80.956;423.026;7.881;204.299;1.1;71.51;0.718
Bolivia;30/08/2020;9.934.696;52.6;425.425;2.399;204.299;1.1;71.51;0.718
Bolivia;31/08/2020;9.988.667;53.971;430.651;5.226;204.299;1.1;71.51;0.718
Bolivia;01/09/2020;10.045.979;57.312;436.99;6.339;204.299;1.1;71.51;0.718
Bolivia;02/09/2020;10.102.605;56.626;445.728;8.738;204.299;1.1;71.51;0.718
Bolivia;03/09/2020;10.175.679;73.074;453.01;7.282;204.299;1.1;71.51;0.718
Bolivia;04/09/2020;10.244.128;68.448;457.722;4.712;204.299;1.1;71.51;0.718
Bolivia;05/09/2020;10.300.754;56.626;462.434;4.712;204.299;1.1;71.51;0.718
Bolivia;06/09/2020;10.345.986;45.232;462.434;0;204.299;1.1;71.51;0.718
Bolivia;07/09/2020;10.417.519;71.532;604.299;141.865;204.299;1.1;71.51;0.718
Bolivia;08/09/2020;10.477.829;60.31;607.983;3.684;204.299;1.1;71.51;0.718
Bolivia;09/09/2020;10.566.666;88.837;612.18;4.198;204.299;1.1;71.51;0.718
Bolivia;10/09/2020;10640.34;73.674;616.207;4.026;204.299;1.1;71.51;0.718
Bolivia;11/09/2020;10.723.181;82.841;621.09;4.883;204.299;1.1;71.51;0.718
Bolivia;12/09/2020;10.792.571;69.391;625.116;4.026;204.299;1.1;71.51;0.718
Bolivia;13/09/2020;10.861.877;69.305;629.143;4.026;204.299;1.1;71.51;0.718
Bolivia;14/09/2020;10.932.809;70.933;633.426;4.283;204.299;1.1;71.51;0.718
Bolivia;15/09/2020;10989.95;57.14;637.966;4.54;204.299;1.1;71.51;0.718
Bolivia;16/09/2020;11.040.151;50.201;640.622;2.656;204.299;1.1;71.51;0.718
Bolivia;17/09/2020;11.087.011;46.86;643.449;2.827;204.299;1.1;71.51;0.718
Bolivia;18/09/2020;11.141.153;54.142;646.79;3.341;204.299;1.1;71.51;0.718
Bolivia;19/09/2020;11.177.048;35.895;649.874;3.084;204.299;1.1;71.51;0.718
Bolivia;20/09/2020;11.194.695;17.648;652.53;2.656;204.299;1.1;71.51;0.718
Bolivia;21/09/2020;11.221.252;26.557;655.7;3.17;204.299;1.1;71.51;0.718
Bolivia;22/09/2020;11.261.259;40.007;659.041;3.341;204.299;1.1;71.51;0.718
Bolivia;23/09/2020;11.307.262;46.003;662.296;3.255;204.299;1.1;71.51;0.718
Bolivia;24/09/2020;11.361.061;53.799;665.209;2.913;204.299;1.1;71.51;0.718
Bolivia;25/09/2020;11.412.805;51.743;668.207;2.998;204.299;1.1;71.51;0.718
Bolivia;26/09/2020;11.444.502;31.697;670.606;2.399;204.299;1.1;71.51;0.718
Bolivia;27/09/2020;11.470.973;26.471;673.176;2.57;204.299;1.1;71.51;0.718
Bolivia;28/09/2020;11.498.558;27.585;676.774;3.598;204.299;1.1;71.51;0.718
Bolivia;29/09/2020;11.534.367;35.809;679.429;2.656;204.299;1.1;71.51;0.718
Bolivia;30/09/2020;11.591.764;57.397;682.342;2.913;204.299;1.1;71.51;0.718
Bolivia;01/10/2020;11626.46;34.695;685.426;3.084;204.299;1.1;71.51;0.718
Bolivia;02/10/2020;11669.55;43.091;689.196;3.769;204.299;1.1;71.51;0.718
Bolivia;03/10/2020;11.699.534;29.984;691.594;2.399;204.299;1.1;71.51;0.718
Bolivia;04/10/2020;11.725.149;25.615;693.993;2.399;204.299;1.1;71.51;0.718
Bolivia;05/10/2020;11.745.623;20.475;696.392;2.399;204.299;1.1;71.51;0.718
Bolivia;06/10/2020;11.776.549;30.926;698.705;2.313;204.299;1.1;71.51;0.718
Bolivia;07/10/2020;11.796.938;20.389;701.789;3.084;204.299;1.1;71.51;0.718
Bolivia;08/10/2020;11.819.469;22.531;704.873;3.084;204.299;1.1;71.51;0.718
Bolivia;09/10/2020;11.841.485;22.017;707.785;2.913;204.299;1.1;71.51;0.718
Bolivia;10/10/2020;11.861.788;20.303;710.355;2.57;204.299;1.1;71.51;0.718
Bolivia;11/10/2020;11.871.298;9.509;711.726;1.371;204.299;1.1;71.51;0.718
Bolivia;12/10/2020;11.881.663;10.366;713.268;1.542;204.299;1.1;71.51;0.718
Bolivia;13/10/2020;11901.11;19.447;715.41;2.142;204.299;1.1;71.51;0.718
Bolivia;14/10/2020;11.919.871;18.761;717.637;2.227;204.299;1.1;71.51;0.718
Bolivia;15/10/2020;11935.12;15.249;720.207;2.57;204.299;1.1;71.51;0.718
Bolivia;16/10/2020;11.955.937;20.817;722.949;2.741;204.299;1.1;71.51;0.718
Bolivia;17/10/2020;11.968.616;12.679;725.005;2.056;204.299;1.1;71.51;0.718
Bolivia;18/10/2020;11.973.842;5.226;726.547;1.542;204.299;1.1;71.51;0.718
Bolivia;19/10/2020;11.984.036;10.194;728.346;1.799;204.299;1.1;71.51;0.718
Bolivia;20/10/2020;11.996.629;12.593;730.402;2.056;204.299;1.1;71.51;0.718
Bolivia;21/10/2020;12.012.992;16.363;733.143;2.741;204.299;1.1;71.51;0.718
Bolivia;22/10/2020;12.031.582;18.59;735.37;2.227;204.299;1.1;71.51;0.718
Bolivia;23/10/2020;12.045.888;14.306;737.426;2.056;204.299;1.1;71.51;0.718
Bolivia;24/10/2020;12.060.194;14.306;739.054;1.628;204.299;1.1;71.51;0.718
Bolivia;25/10/2020;12.066.534;6.339;740.596;1.542;204.299;1.1;71.51;0.718
Bolivia;26/10/2020;12.075.015;8.481;741.71;1.114;204.299;1.1;71.51;0.718
Bolivia;27/10/2020;12089.75;14.735;742.909;1.199;204.299;1.1;71.51;0.718
Bolivia;28/10/2020;12.106.626;16.877;744.794;1.885;204.299;1.1;71.51;0.718
Bolivia;29/10/2020;12120.59;13.964;745.736;0.942;204.299;1.1;71.51;0.718
Bolivia;30/10/2020;12.133.183;12.593;746.593;0.857;204.299;1.1;71.51;0.718
Bolivia;31/10/2020;12.143.977;10.794;747.45;0.857;204.299;1.1;71.51;0.718
Bolivia;01/11/2020;12.150.488;6.511;747.964;0.514;204.299;1.1;71.51;0.718
Bolivia;02/11/2020;12.153.401;2.913;748.82;0.857;204.299;1.1;71.51;0.718
Bolivia;03/11/2020;12.159.312;5.911;749.677;0.857;204.299;1.1;71.51;0.718
Bolivia;04/11/2020;12.170.106;10.794;750.277;0.6;204.299;1.1;71.51;0.718
Bolivia;05/11/2020;12.182.014;11.908;751.133;0.857;204.299;1.1;71.51;0.718
Bolivia;06/11/2020;12.194.179;12.165;752.247;1.114;204.299;1.1;71.51;0.718
Bolivia;07/11/2020;12.201.375;7.196;753.018;0.771;204.299;1.1;71.51;0.718
Bolivia;08/11/2020;12.205.487;4.112;753.446;0.428;204.299;1.1;71.51;0.718
Bolivia;09/11/2020;12.212.854;7.367;754.046;0.6;204.299;1.1;71.51;0.718
Bolivia;10/11/2020;12.221.678;8.824;754.56;0.514;204.299;1.1;71.51;0.718
Bolivia;11/11/2020;12.231.273;9.595;755.417;0.857;204.299;1.1;71.51;0.718
Bolivia;12/11/2020;12.240.953;9.68;756.016;0.6;204.299;1.1;71.51;0.718
Bolivia;13/11/2020;12.256.373;15.42;756.873;0.857;204.299;1.1;71.51;0.718
Bolivia;14/11/2020;12.265.968;9.595;757.387;0.514;204.299;1.1;71.51;0.718
Bolivia;15/11/2020;12.271.536;5.568;758.072;0.685;204.299;1.1;71.51;0.718
Bolivia;16/11/2020;12.282.245;10.708;758.929;0.857;204.299;1.1;71.51;0.718
Bolivia;17/11/2020;12.290.983;8.738;759.529;0.6;204.299;1.1;71.51;0.718
Bolivia;18/11/2020;12.299.207;8.224;760.3;0.771;204.299;1.1;71.51;0.718
Bolivia;19/11/2020;12.315.227;16.02;761.499;1.199;204.299;1.1;71.51;0.718
Bolivia;20/11/2020;12.323.622;8.395;762.441;0.942;204.299;1.1;71.51;0.718
Bolivia;21/11/2020;12.329.448;5.825;762.784;0.343;204.299;1.1;71.51;0.718
Bolivia;22/11/2020;12.334.245;4.797;763.041;0.257;204.299;1.1;71.51;0.718
Bolivia;23/11/2020;12.339.042;4.797;763.812;0.771;204.299;1.1;71.51;0.718
Bolivia;24/11/2020;12.348.723;9.68;764.84;1.028;204.299;1.1;71.51;0.718
Bolivia;25/11/2020;12.359.774;11.051;765.268;0.428;204.299;1.1;71.51;0.718
Bolivia;26/11/2020;12369.54;9.766;765.782;0.514;204.299;1.1;71.51;0.718
Bolivia;27/11/2020;12378.45;8.909;766.125;0.343;204.299;1.1;71.51;0.718
Bolivia;28/11/2020;12.386.845;8.395;766.639;0.514;204.299;1.1;71.51;0.718
Bolivia;29/11/2020;12.389.415;2.57;766.896;0.257;204.299;1.1;71.51;0.718
Bolivia;30/11/2020;12.396.782;7.367;767.324;0.428;204.299;1.1;71.51;0.718
Bolivia;01/12/2020;12405.52;8.738;767.838;0.514;204.299;1.1;71.51;0.718
Bolivia;02/12/2020;12.421.283;15.763;768.609;0.771;204.299;1.1;71.51;0.718
Bolivia;03/12/2020;12.437.731;16.448;769.466;0.857;204.299;1.1;71.51;0.718
Bolivia;04/12/2020;12.449.639;11.908;769.894;0.428;204.299;1.1;71.51;0.718
Bolivia;05/12/2020;12.463.946;14.306;770.323;0.428;204.299;1.1;71.51;0.718
Bolivia;06/12/2020;12.469.771;5.825;770.58;0.257;204.299;1.1;71.51;0.718
Bolivia;07/12/2020;12.478.081;8.31;770.751;0.171;204.299;1.1;71.51;0.718
Bolivia;08/12/2020;12.494.272;16.191;771.179;0.428;204.299;1.1;71.51;0.718
Bolivia;09/12/2020;12.512.605;18.333;771.351;0.171;204.299;1.1;71.51;0.718
Bolivia;10/12/2020;12.540.447;27.842;771.693;0.343;204.299;1.1;71.51;0.718
Bolivia;11/12/2020;12.567.175;26.728;772.122;0.428;204.299;1.1;71.51;0.718
Bolivia;12/12/2020;12.595.702;28.527;772.207;0.086;204.299;1.1;71.51;0.718
Bolivia;13/12/2020;12.605.983;10.28;772.55;0.343;204.299;1.1;71.51;0.718
Bolivia;14/12/2020;12.622.688;16.705;773.064;0.514;204.299;1.1;71.51;0.718
Bolivia;15/12/2020;12654.47;31.783;773.235;0.171;204.299;1.1;71.51;0.718
Bolivia;16/12/2020;12.697.133;42.662;773.492;0.257;204.299;1.1;71.51;0.718
Bolivia;17/12/2020;12.735.769;38.636;773.664;0.171;204.299;1.1;71.51;0.718
Bolivia;18/12/2020;12.777.232;41.463;773.835;0.171;204.299;1.1;71.51;0.718
Bolivia;19/12/2020;12.830.432;53.2;774.006;0.171;204.299;1.1;71.51;0.718
Bolivia;20/12/2020;12.852.105;21.674;774.092;0.086;204.299;1.1;71.51;0.718
Bolivia;21/12/2020;12.883.117;31.012;774.692;0.6;204.299;1.1;71.51;0.718
Bolivia;22/12/2020;12.940.857;57.74;775.463;0.771;204.299;1.1;71.51;0.718
Bolivia;23/12/2020;13.026.953;86.096;776.576;1.114;204.299;1.1;71.51;0.718
Bolivia;24/12/2020;13.117.504;90.551;777.519;0.942;204.299;1.1;71.51;0.718
Bolivia;25/12/2020;13.157.682;40.178;778.119;0.6;204.299;1.1;71.51;0.718
Bolivia;26/12/2020;13.222.703;65.022;778.975;0.857;204.299;1.1;71.51;0.718
Bolivia;27/12/2020;13.265.023;42.32;779.404;0.428;204.299;1.1;71.51;0.718
Bolivia;28/12/2020;13329.36;64.336;780.089;0.685;204.299;1.1;71.51;0.718
Bolivia;29/12/2020;13.440.128;110.768;782.573;2.484;204.299;1.1;71.51;0.718
Bolivia;30/12/2020;13.567.344;127.216;783.773;1.199;204.299;1.1;71.51;0.718
Bolivia;31/12/2020;13.717.434;150.09;785.143;1.371;204.299;1.1;71.51;0.718
Bolivia;01/01/2021;13.791.193;73.76;786;0.857;204.299;1.1;71.51;0.718
Bolivia;02/01/2021;13.882.858;91.664;786.942;0.942;204.299;1.1;71.51;0.718
Bolivia;03/01/2021;13.934.772;51.915;788.227;1.285;204.299;1.1;71.51;0.718
Bolivia;04/01/2021;14.021.296;86.524;789.769;1.542;204.299;1.1;71.51;0.718
Bolivia;05/01/2021;14.158.108;136.811;791.654;1.885;204.299;1.1;71.51;0.718
